model,num_segments,num_valid,overall_score_mean,overall_score_std,ade_mean,ade_std,fde_mean,fde_std,miss_rate_mean,miss_rate_std,se_mean,se_std,ac_mean,ac_std
anycam,3,3,0.05118249755765686,0.0008959157187554941,1.6446307902439903,0.023954688520691624,3.8863689225622653,0.042325915845718,60.528271370183376,0.6214838342189614,9.396578258096612e-14,6.094108641770729e-14,1.0,0.0
